year,year_code,country_name,country_code,region,region_code,economic_fitness_matrix,economic_fitness_ranking
2005,YR2005,Switzerland,CHE,Europe & Central Asia,ECA,4.0759,9
2005,YR2005,Syrian Arab Republic,SYR,Middle East & North Africa,MENA,0.64125,63
2005,YR2005,Tajikistan,TJK,Europe & Central Asia,ECA,0.071985,117
2005,YR2005,Tanzania,TZA,Sub-Saharan Africa,SSA,0.28882,87
2005,YR2005,Thailand,THA,East Asia & Pacific,EAP,2.0519,22
2005,YR2005,Togo,TGO,Sub-Saharan Africa,SSA,0.27582,88
2005,YR2005,Tunisia,TUN,Middle East & North Africa,MENA,0.88685,52
2005,YR2005,Turkey,TUR,Europe & Central Asia,ECA,2.1389,20
2005,YR2005,Turkmenistan,TKM,Europe & Central Asia,ECA,0.013985,132
2005,YR2005,Uganda,UGA,Sub-Saharan Africa,SSA,0.20702,93
2005,YR2005,Ukraine,UKR,Europe & Central Asia,ECA,1.2161,39
2005,YR2005,United Arab Emirates,ARE,Middle East & North Africa,MENA,0.67758,61
2005,YR2005,United Kingdom,GBR,Europe & Central Asia,ECA,4.3005,8
2005,YR2005,United States,USA,North America,NA,6.0494,2
2005,YR2005,Uruguay,URY,Latin America & Caribbean,LAC,0.63931,64
2005,YR2005,Uzbekistan,UZB,Europe & Central Asia,ECA,0.21012,92
2005,YR2005,"Venezuela, RB",VEN,Latin America & Caribbean,LAC,0.10213,109
2005,YR2005,Vietnam,VNM,East Asia & Pacific,EAP,1.0966,44
2005,YR2005,"Yemen, Rep.",YEM,Middle East & North Africa,MENA,0.029784,128
2005,YR2005,Zambia,ZMB,Sub-Saharan Africa,SSA,0.058959,119
2005,YR2005,Zimbabwe,ZWE,Sub-Saharan Africa,SSA,0.2911,86
2006,YR2006,Afghanistan,AFG,South Asia,SA,0.19375,92
2006,YR2006,Albania,ALB,Europe & Central Asia,ECA,0.46101,72
2006,YR2006,Algeria,DZA,Middle East & North Africa,MENA,0.0040382,140
2006,YR2006,Andorra,AND,Europe & Central Asia,ECA,0.78821,55
2006,YR2006,Angola,AGO,Sub-Saharan Africa,SSA,8.44E-51,149
2006,YR2006,Argentina,ARG,Latin America & Caribbean,LAC,0.84941,53
2006,YR2006,Armenia,ARM,Europe & Central Asia,ECA,0.31305,81
2006,YR2006,Australia,AUS,East Asia & Pacific,EAP,0.69969,62
2006,YR2006,Austria,AUT,Europe & Central Asia,ECA,3.4143,13
2006,YR2006,Azerbaijan,AZE,Europe & Central Asia,ECA,0.065569,121
2006,YR2006,Bahrain,BHR,Middle East & North Africa,MENA,0.15106,101
2006,YR2006,Bangladesh,BGD,South Asia,SA,0.32814,80
2006,YR2006,Belarus,BLR,Europe & Central Asia,ECA,0.90507,52
2006,YR2006,Belgium,BEL,Europe & Central Asia,ECA,4.332,7
2006,YR2006,Belize,BLZ,Latin America & Caribbean,LAC,0.12122,103
2006,YR2006,Benin,BEN,Sub-Saharan Africa,SSA,0.051539,126
2006,YR2006,Bhutan,BTN,South Asia,SA,0.085871,112
2006,YR2006,Bolivia,BOL,Latin America & Caribbean,LAC,0.10843,108
2006,YR2006,Bosnia and Herzegovina,BIH,Europe & Central Asia,ECA,0.73584,59
2006,YR2006,Brazil,BRA,Latin America & Caribbean,LAC,1.5808,30
2006,YR2006,Brunei Darussalam,BRN,East Asia & Pacific,EAP,0.019367,132
2006,YR2006,Bulgaria,BGR,Europe & Central Asia,ECA,1.4448,36
2006,YR2006,Burkina Faso,BFA,Sub-Saharan Africa,SSA,0.10035,111
2006,YR2006,Burundi,BDI,Sub-Saharan Africa,SSA,0.079164,115
2006,YR2006,Cambodia,KHM,East Asia & Pacific,EAP,0.19011,93
2006,YR2006,Cameroon,CMR,Sub-Saharan Africa,SSA,0.027219,131
2006,YR2006,Canada,CAN,North America,NA,1.5044,32
2006,YR2006,Central African Republic,CAF,Sub-Saharan Africa,SSA,0.027282,130
2006,YR2006,Chad,TCD,Sub-Saharan Africa,SSA,5.12E-42,148
2006,YR2006,Chile,CHL,Latin America & Caribbean,LAC,0.42532,73
2006,YR2006,China,CHN,East Asia & Pacific,EAP,6.1033,2
2006,YR2006,Colombia,COL,Latin America & Caribbean,LAC,0.59619,67
2006,YR2006,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,SSA,0.0074872,136
2006,YR2006,"Congo, Rep.",COG,Sub-Saharan Africa,SSA,0.00024521,145
2006,YR2006,Costa Rica,CRI,Latin America & Caribbean,LAC,0.36032,76
2006,YR2006,Cote d'Ivoire,CIV,Sub-Saharan Africa,SSA,0.08207,114
2006,YR2006,Croatia,HRV,Europe & Central Asia,ECA,1.1828,43
2006,YR2006,Cyprus,CYP,Europe & Central Asia,ECA,0.74492,58
2006,YR2006,Czech Republic,CZE,Europe & Central Asia,ECA,3.3225,14
2006,YR2006,Denmark,DNK,Europe & Central Asia,ECA,2.4353,17
2006,YR2006,Ecuador,ECU,Latin America & Caribbean,LAC,0.15518,99
2006,YR2006,"Egypt, Arab Rep.",EGY,Middle East & North Africa,MENA,0.71132,60
2006,YR2006,El Salvador,SLV,Latin America & Caribbean,LAC,0.58207,69
2006,YR2006,Eritrea,ERI,Sub-Saharan Africa,SSA,0.17043,97
2006,YR2006,Estonia,EST,Europe & Central Asia,ECA,1.4404,37
2006,YR2006,Ethiopia,ETH,Sub-Saharan Africa,SSA,0.10869,107
2006,YR2006,Finland,FIN,Europe & Central Asia,ECA,1.5449,31
2006,YR2006,France,FRA,Europe & Central Asia,ECA,5.0801,6
2006,YR2006,Gabon,GAB,Sub-Saharan Africa,SSA,0.0013043,143
2006,YR2006,"Gambia, The",GMB,Sub-Saharan Africa,SSA,0.224,88
2006,YR2006,Georgia,GEO,Europe & Central Asia,ECA,0.34296,78
2006,YR2006,Germany,DEU,Europe & Central Asia,ECA,6.7228,1
2006,YR2006,Ghana,GHA,Sub-Saharan Africa,SSA,0.076646,116
2006,YR2006,Greece,GRC,Europe & Central Asia,ECA,1.2573,39
2006,YR2006,Greenland,GRL,Europe & Central Asia,ECA,0.028042,129
2006,YR2006,Guatemala,GTM,Latin America & Caribbean,LAC,0.67207,63
2006,YR2006,Guinea,GIN,Sub-Saharan Africa,SSA,0.015719,134
2006,YR2006,Guinea-Bissau,GNB,Sub-Saharan Africa,SSA,0.0020057,141
2006,YR2006,Guyana,GUY,Latin America & Caribbean,LAC,0.055627,124
2006,YR2006,Honduras,HND,Latin America & Caribbean,LAC,0.25623,87
2006,YR2006,Hungary,HUN,Europe & Central Asia,ECA,1.6798,26
2006,YR2006,Iceland,ISL,Europe & Central Asia,ECA,0.27126,86
2006,YR2006,India,IND,South Asia,SA,3.7963,11
2006,YR2006,Indonesia,IDN,East Asia & Pacific,EAP,1.6557,27
2006,YR2006,"Iran, Islamic Rep.",IRN,Middle East & North Africa,MENA,0.28028,85
2006,YR2006,Iraq,IRQ,Middle East & North Africa,MENA,5.98E-42,147
2006,YR2006,Ireland,IRL,Europe & Central Asia,ECA,0.83308,54
2006,YR2006,Israel,ISR,Middle East & North Africa,MENA,2.1253,22
2006,YR2006,Italy,ITA,Europe & Central Asia,ECA,5.5888,4
2006,YR2006,Japan,JPN,East Asia & Pacific,EAP,5.4647,5
2006,YR2006,Jordan,JOR,Middle East & North Africa,MENA,0.66855,64
2006,YR2006,Kazakhstan,KAZ,Europe & Central Asia,ECA,0.18204,94
2006,YR2006,Kenya,KEN,Sub-Saharan Africa,SSA,0.70006,61
2006,YR2006,"Korea, Dem. Rep.",PRK,East Asia & Pacific,EAP,1.4901,34
2006,YR2006,"Korea, Rep.",KOR,East Asia & Pacific,EAP,2.6156,16
2006,YR2006,Kuwait,KWT,Middle East & North Africa,MENA,0.016305,133
2006,YR2006,Kyrgyz Republic,KGZ,Europe & Central Asia,ECA,0.47949,71
2006,YR2006,Lao PDR,LAO,East Asia & Pacific,EAP,0.12043,104
2006,YR2006,Latvia,LVA,Europe & Central Asia,ECA,1.2389,40
2006,YR2006,Lebanon,LBN,Middle East & North Africa,MENA,1.1792,44
2006,YR2006,Liberia,LBR,Sub-Saharan Africa,SSA,0.00040724,144
2006,YR2006,Libya,LBY,Middle East & North Africa,MENA,8.10E-19,146
2006,YR2006,Lithuania,LTU,Europe & Central Asia,ECA,1.3945,38
2006,YR2006,"Macedonia, FYR",MKD,Europe & Central Asia,ECA,0.52173,70
2006,YR2006,Madagascar,MDG,Sub-Saharan Africa,SSA,0.29028,83
2006,YR2006,Malawi,MWI,Sub-Saharan Africa,SSA,0.084008,113
2006,YR2006,Malaysia,MYS,East Asia & Pacific,EAP,1.5008,33
2006,YR2006,Mali,MLI,Sub-Saharan Africa,SSA,0.052586,125
2006,YR2006,Malta,MLT,Middle East & North Africa,MENA,0.38493,75
2006,YR2006,Mauritania,MRT,Sub-Saharan Africa,SSA,0.0071378,137
2006,YR2006,Mexico,MEX,Latin America & Caribbean,LAC,1.7455,25
2006,YR2006,Mongolia,MNG,East Asia & Pacific,EAP,0.11419,105
2006,YR2006,Montenegro,MNE,Europe & Central Asia,ECA,0.3,82
2006,YR2006,Morocco,MAR,Middle East & North Africa,MENA,0.75024,57
2006,YR2006,Mozambique,MOZ,Sub-Saharan Africa,SSA,0.064249,122
2006,YR2006,Myanmar,MMR,East Asia & Pacific,EAP,0.1083,109
2006,YR2006,Nepal,NPL,South Asia,SA,0.61127,66
2006,YR2006,Netherlands,NLD,Europe & Central Asia,ECA,3.9454,9
2006,YR2006,New Zealand,NZL,East Asia & Pacific,EAP,1.0594,48
2006,YR2006,Nicaragua,NIC,Latin America & Caribbean,LAC,0.16938,98
2006,YR2006,Niger,NER,Sub-Saharan Africa,SSA,0.17736,95
2006,YR2006,Nigeria,NGA,Sub-Saharan Africa,SSA,0.0015823,142
2006,YR2006,Norway,NOR,Europe & Central Asia,ECA,0.62118,65
2006,YR2006,Oman,OMN,Middle East & North Africa,MENA,0.10063,110
2006,YR2006,Pakistan,PAK,South Asia,SA,1.1275,47
2006,YR2006,Panama,PAN,Latin America & Caribbean,LAC,1.6131,28
2006,YR2006,Paraguay,PRY,Latin America & Caribbean,LAC,0.14637,102
2006,YR2006,Peru,PER,Latin America & Caribbean,LAC,0.33659,79
2006,YR2006,Philippines,PHL,East Asia & Pacific,EAP,0.96677,49
2006,YR2006,Poland,POL,Europe & Central Asia,ECA,2.345,19
2006,YR2006,Portugal,PRT,Europe & Central Asia,ECA,2.0282,23
2006,YR2006,Qatar,QAT,Middle East & North Africa,MENA,0.0069359,138
2006,YR2006,Romania,ROU,Europe & Central Asia,ECA,1.4566,35
2006,YR2006,Russian Federation,RUS,Europe & Central Asia,ECA,0.92522,51
2006,YR2006,Rwanda,RWA,Sub-Saharan Africa,SSA,0.075363,118
2006,YR2006,Saudi Arabia,SAU,Middle East & North Africa,MENA,0.11114,106
2006,YR2006,Senegal,SEN,Sub-Saharan Africa,SSA,0.39536,74
2006,YR2006,Serbia,SRB,Europe & Central Asia,ECA,1.1707,46
2006,YR2006,Sierra Leone,SLE,Sub-Saharan Africa,SSA,0.35308,77
2006,YR2006,Singapore,SGP,East Asia & Pacific,EAP,1.754,24
2006,YR2006,Slovak Republic,SVK,Europe & Central Asia,ECA,1.6111,29
2006,YR2006,Slovenia,SVN,Europe & Central Asia,ECA,2.3882,18
2006,YR2006,Somalia,SOM,Sub-Saharan Africa,SSA,0.044669,127
2006,YR2006,South Africa,ZAF,Sub-Saharan Africa,SSA,1.1783,45
2006,YR2006,Spain,ESP,Europe & Central Asia,ECA,3.773,12
2006,YR2006,Sudan,SDN,Sub-Saharan Africa,SSA,0.0050647,139
2006,YR2006,Suriname,SUR,Latin America & Caribbean,LAC,0.066154,120
2006,YR2006,Sweden,SWE,Europe & Central Asia,ECA,2.7176,15
2006,YR2006,Switzerland,CHE,Europe & Central Asia,ECA,3.8962,10
2006,YR2006,Syrian Arab Republic,SYR,Middle East & North Africa,MENA,0.76593,56
2006,YR2006,Tajikistan,TJK,Europe & Central Asia,ECA,0.075486,117
2006,YR2006,Tanzania,TZA,Sub-Saharan Africa,SSA,0.2814,84
2006,YR2006,Thailand,THA,East Asia & Pacific,EAP,2.2527,21
2006,YR2006,Togo,TGO,Sub-Saharan Africa,SSA,0.20127,91
2006,YR2006,Tunisia,TUN,Middle East & North Africa,MENA,0.94732,50
2006,YR2006,Turkey,TUR,Europe & Central Asia,ECA,2.3175,20
2006,YR2006,Turkmenistan,TKM,Europe & Central Asia,ECA,0.011763,135
2006,YR2006,Uganda,UGA,Sub-Saharan Africa,SSA,0.17425,96
2006,YR2006,Ukraine,UKR,Europe & Central Asia,ECA,1.2135,41
2006,YR2006,United Arab Emirates,ARE,Middle East & North Africa,MENA,0.21291,89
2006,YR2006,United Kingdom,GBR,Europe & Central Asia,ECA,4.1918,8
2006,YR2006,United States,USA,North America,NA,5.8563,3
2006,YR2006,Uruguay,URY,Latin America & Caribbean,LAC,0.58981,68
2006,YR2006,Uzbekistan,UZB,Europe & Central Asia,ECA,0.15481,100
2006,YR2006,"Venezuela, RB",VEN,Latin America & Caribbean,LAC,0.068035,119
2006,YR2006,Vietnam,VNM,East Asia & Pacific,EAP,1.2091,42
2006,YR2006,"Yemen, Rep.",YEM,Middle East & North Africa,MENA,0.03762,128
2006,YR2006,Zambia,ZMB,Sub-Saharan Africa,SSA,0.061382,123
2006,YR2006,Zimbabwe,ZWE,Sub-Saharan Africa,SSA,0.20396,90
2007,YR2007,Afghanistan,AFG,South Asia,SA,0.14549,99
2007,YR2007,Albania,ALB,Europe & Central Asia,ECA,0.48162,74
2007,YR2007,Algeria,DZA,Middle East & North Africa,MENA,5.00E-07,144
2007,YR2007,Andorra,AND,Europe & Central Asia,ECA,0.9071,53
2007,YR2007,Angola,AGO,Sub-Saharan Africa,SSA,3.95E-84,147
2007,YR2007,Argentina,ARG,Latin America & Caribbean,LAC,0.85164,56
2007,YR2007,Armenia,ARM,Europe & Central Asia,ECA,0.6387,66
2007,YR2007,Australia,AUS,East Asia & Pacific,EAP,0.71359,61
2007,YR2007,Austria,AUT,Europe & Central Asia,ECA,3.3573,13
2007,YR2007,Azerbaijan,AZE,Europe & Central Asia,ECA,0.040849,127
2007,YR2007,Bahrain,BHR,Middle East & North Africa,MENA,0.21017,90
2007,YR2007,Bangladesh,BGD,South Asia,SA,0.37114,77
2007,YR2007,Belarus,BLR,Europe & Central Asia,ECA,0.95433,52
2007,YR2007,Belgium,BEL,Europe & Central Asia,ECA,4.109,7
2007,YR2007,Belize,BLZ,Latin America & Caribbean,LAC,0.10946,106
2007,YR2007,Benin,BEN,Sub-Saharan Africa,SSA,0.050511,124
2007,YR2007,Bhutan,BTN,South Asia,SA,0.067586,118
2007,YR2007,Bolivia,BOL,Latin America & Caribbean,LAC,0.095813,111
2007,YR2007,Bosnia and Herzegovina,BIH,Europe & Central Asia,ECA,0.75294,60
2007,YR2007,Brazil,BRA,Latin America & Caribbean,LAC,1.4152,36
2007,YR2007,Brunei Darussalam,BRN,East Asia & Pacific,EAP,1.62E-10,146
2007,YR2007,Bulgaria,BGR,Europe & Central Asia,ECA,1.5684,34
2007,YR2007,Burkina Faso,BFA,Sub-Saharan Africa,SSA,0.13601,100
2007,YR2007,Burundi,BDI,Sub-Saharan Africa,SSA,0.093125,112
2007,YR2007,Cambodia,KHM,East Asia & Pacific,EAP,0.202,92
2007,YR2007,Cameroon,CMR,Sub-Saharan Africa,SSA,0.040332,128
2007,YR2007,Canada,CAN,North America,NA,1.3936,37
2007,YR2007,Central African Republic,CAF,Sub-Saharan Africa,SSA,0.020659,131
2007,YR2007,Chad,TCD,Sub-Saharan Africa,SSA,3.76E-134,149
2007,YR2007,Chile,CHL,Latin America & Caribbean,LAC,0.37556,76
2007,YR2007,China,CHN,East Asia & Pacific,EAP,6.3129,2
2007,YR2007,Colombia,COL,Latin America & Caribbean,LAC,0.67863,63
2007,YR2007,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,SSA,0.0040202,137
2007,YR2007,"Congo, Rep.",COG,Sub-Saharan Africa,SSA,0.0020753,139
2007,YR2007,Costa Rica,CRI,Latin America & Caribbean,LAC,0.3675,79
2007,YR2007,Cote d'Ivoire,CIV,Sub-Saharan Africa,SSA,0.077451,115
2007,YR2007,Croatia,HRV,Europe & Central Asia,ECA,1.3166,40
2007,YR2007,Cyprus,CYP,Europe & Central Asia,ECA,1.0008,48
2007,YR2007,Czech Republic,CZE,Europe & Central Asia,ECA,3.2334,14
2007,YR2007,Denmark,DNK,Europe & Central Asia,ECA,2.4883,16
2007,YR2007,Ecuador,ECU,Latin America & Caribbean,LAC,0.15572,98
2007,YR2007,"Egypt, Arab Rep.",EGY,Middle East & North Africa,MENA,0.78629,59
2007,YR2007,El Salvador,SLV,Latin America & Caribbean,LAC,0.55034,71
2007,YR2007,Eritrea,ERI,Sub-Saharan Africa,SSA,0.029806,129
2007,YR2007,Estonia,EST,Europe & Central Asia,ECA,1.5946,30
2007,YR2007,Ethiopia,ETH,Sub-Saharan Africa,SSA,0.12712,103
2007,YR2007,Finland,FIN,Europe & Central Asia,ECA,1.5808,32
2007,YR2007,France,FRA,Europe & Central Asia,ECA,4.8344,6
2007,YR2007,Gabon,GAB,Sub-Saharan Africa,SSA,0.0012672,141
2007,YR2007,"Gambia, The",GMB,Sub-Saharan Africa,SSA,0.15979,97
2007,YR2007,Georgia,GEO,Europe & Central Asia,ECA,0.2931,83
2007,YR2007,Germany,DEU,Europe & Central Asia,ECA,6.6639,1
2007,YR2007,Ghana,GHA,Sub-Saharan Africa,SSA,0.10168,110
2007,YR2007,Greece,GRC,Europe & Central Asia,ECA,1.3262,39
2007,YR2007,Greenland,GRL,Europe & Central Asia,ECA,0.026678,130
2007,YR2007,Guatemala,GTM,Latin America & Caribbean,LAC,0.62857,67
2007,YR2007,Guinea,GIN,Sub-Saharan Africa,SSA,0.007264,135
2007,YR2007,Guinea-Bissau,GNB,Sub-Saharan Africa,SSA,0.00063748,142
2007,YR2007,Guyana,GUY,Latin America & Caribbean,LAC,0.065241,119
2007,YR2007,Honduras,HND,Latin America & Caribbean,LAC,0.27432,85
2007,YR2007,Hungary,HUN,Europe & Central Asia,ECA,1.6695,25
2007,YR2007,Iceland,ISL,Europe & Central Asia,ECA,0.22701,87
2007,YR2007,India,IND,South Asia,SA,3.5818,12
2007,YR2007,Indonesia,IDN,East Asia & Pacific,EAP,1.5796,33
2007,YR2007,"Iran, Islamic Rep.",IRN,Middle East & North Africa,MENA,0.092119,113
2007,YR2007,Iraq,IRQ,Middle East & North Africa,MENA,2.42E-121,148
2007,YR2007,Ireland,IRL,Europe & Central Asia,ECA,0.89473,54
2007,YR2007,Israel,ISR,Middle East & North Africa,MENA,1.5587,35
2007,YR2007,Italy,ITA,Europe & Central Asia,ECA,5.5485,4
2007,YR2007,Japan,JPN,East Asia & Pacific,EAP,5.266,5
2007,YR2007,Jordan,JOR,Middle East & North Africa,MENA,0.66746,65
2007,YR2007,Kazakhstan,KAZ,Europe & Central Asia,ECA,0.1614,95
2007,YR2007,Kenya,KEN,Sub-Saharan Africa,SSA,0.5576,69
2007,YR2007,"Korea, Dem. Rep.",PRK,East Asia & Pacific,EAP,1.3491,38
2007,YR2007,"Korea, Rep.",KOR,East Asia & Pacific,EAP,2.4296,17
2007,YR2007,Kuwait,KWT,Middle East & North Africa,MENA,0.01493,132
2007,YR2007,Kyrgyz Republic,KGZ,Europe & Central Asia,ECA,0.32297,81
2007,YR2007,Lao PDR,LAO,East Asia & Pacific,EAP,0.10776,108
2007,YR2007,Latvia,LVA,Europe & Central Asia,ECA,1.264,42
2007,YR2007,Lebanon,LBN,Middle East & North Africa,MENA,1.193,45
2007,YR2007,Liberia,LBR,Sub-Saharan Africa,SSA,0.00143,140
2007,YR2007,Libya,LBY,Middle East & North Africa,MENA,1.69E-07,145
2007,YR2007,Lithuania,LTU,Europe & Central Asia,ECA,1.6066,29
2007,YR2007,"Macedonia, FYR",MKD,Europe & Central Asia,ECA,0.50641,73
2007,YR2007,Madagascar,MDG,Sub-Saharan Africa,SSA,0.29797,82
2007,YR2007,Malawi,MWI,Sub-Saharan Africa,SSA,0.07106,117
2007,YR2007,Malaysia,MYS,East Asia & Pacific,EAP,1.5932,31
2007,YR2007,Mali,MLI,Sub-Saharan Africa,SSA,0.044973,126
2007,YR2007,Malta,MLT,Middle East & North Africa,MENA,0.45644,75
2007,YR2007,Mauritania,MRT,Sub-Saharan Africa,SSA,0.0027388,138
2007,YR2007,Mexico,MEX,Latin America & Caribbean,LAC,1.6647,26
2007,YR2007,Mongolia,MNG,East Asia & Pacific,EAP,0.073613,116
2007,YR2007,Montenegro,MNE,Europe & Central Asia,ECA,0.24693,86
2007,YR2007,Morocco,MAR,Middle East & North Africa,MENA,0.87545,55
2007,YR2007,Mozambique,MOZ,Sub-Saharan Africa,SSA,0.05292,122
2007,YR2007,Myanmar,MMR,East Asia & Pacific,EAP,0.12057,104
2007,YR2007,Nepal,NPL,South Asia,SA,0.55567,70
2007,YR2007,Netherlands,NLD,Europe & Central Asia,ECA,3.7954,9
2007,YR2007,New Zealand,NZL,East Asia & Pacific,EAP,0.99617,49
2007,YR2007,Nicaragua,NIC,Latin America & Caribbean,LAC,0.16133,96
2007,YR2007,Niger,NER,Sub-Saharan Africa,SSA,0.13161,102
2007,YR2007,Nigeria,NGA,Sub-Saharan Africa,SSA,0.0080727,134
2007,YR2007,Norway,NOR,Europe & Central Asia,ECA,0.6985,62
2007,YR2007,Oman,OMN,Middle East & North Africa,MENA,0.10637,109
2007,YR2007,Pakistan,PAK,South Asia,SA,1.092,46
2007,YR2007,Panama,PAN,Latin America & Caribbean,LAC,2.0251,23
2007,YR2007,Paraguay,PRY,Latin America & Caribbean,LAC,0.16295,94
2007,YR2007,Peru,PER,Latin America & Caribbean,LAC,0.34021,80
2007,YR2007,Philippines,PHL,East Asia & Pacific,EAP,0.98403,50
2007,YR2007,Poland,POL,Europe & Central Asia,ECA,2.4102,19
2007,YR2007,Portugal,PRT,Europe & Central Asia,ECA,2.2021,22
2007,YR2007,Qatar,QAT,Middle East & North Africa,MENA,0.0066545,136
2007,YR2007,Romania,ROU,Europe & Central Asia,ECA,1.648,27
2007,YR2007,Russian Federation,RUS,Europe & Central Asia,ECA,0.82338,58
2007,YR2007,Rwanda,RWA,Sub-Saharan Africa,SSA,0.11427,105
2007,YR2007,Saudi Arabia,SAU,Middle East & North Africa,MENA,0.18232,93
2007,YR2007,Senegal,SEN,Sub-Saharan Africa,SSA,0.527,72
2007,YR2007,Serbia,SRB,Europe & Central Asia,ECA,1.2469,43
2007,YR2007,Sierra Leone,SLE,Sub-Saharan Africa,SSA,0.22678,88
2007,YR2007,Singapore,SGP,East Asia & Pacific,EAP,1.9804,24
2007,YR2007,Slovak Republic,SVK,Europe & Central Asia,ECA,1.6258,28
2007,YR2007,Slovenia,SVN,Europe & Central Asia,ECA,2.3063,20
2007,YR2007,Somalia,SOM,Sub-Saharan Africa,SSA,0.10917,107
2007,YR2007,South Africa,ZAF,Sub-Saharan Africa,SSA,1.0242,47
2007,YR2007,Spain,ESP,Europe & Central Asia,ECA,3.696,11
2007,YR2007,Sudan,SDN,Sub-Saharan Africa,SSA,0.00011937,143
2007,YR2007,Suriname,SUR,Latin America & Caribbean,LAC,0.055636,120
2007,YR2007,Sweden,SWE,Europe & Central Asia,ECA,2.8303,15
2007,YR2007,Switzerland,CHE,Europe & Central Asia,ECA,3.7207,10
2007,YR2007,Syrian Arab Republic,SYR,Middle East & North Africa,MENA,0.83598,57
2007,YR2007,Tajikistan,TJK,Europe & Central Asia,ECA,0.051551,123
2007,YR2007,Tanzania,TZA,Sub-Saharan Africa,SSA,0.36788,78
2007,YR2007,Thailand,THA,East Asia & Pacific,EAP,2.4153,18
2007,YR2007,Togo,TGO,Sub-Saharan Africa,SSA,0.20391,91
2007,YR2007,Tunisia,TUN,Middle East & North Africa,MENA,0.9645,51
2007,YR2007,Turkey,TUR,Europe & Central Asia,ECA,2.2535,21
2007,YR2007,Turkmenistan,TKM,Europe & Central Asia,ECA,0.010596,133
2007,YR2007,Uganda,UGA,Sub-Saharan Africa,SSA,0.22308,89
2007,YR2007,Ukraine,UKR,Europe & Central Asia,ECA,1.2755,41
2007,YR2007,United Arab Emirates,ARE,Middle East & North Africa,MENA,0.67632,64
2007,YR2007,United Kingdom,GBR,Europe & Central Asia,ECA,4.0006,8
2007,YR2007,United States,USA,North America,NA,5.6007,3
2007,YR2007,Uruguay,URY,Latin America & Caribbean,LAC,0.61876,68
2007,YR2007,Uzbekistan,UZB,Europe & Central Asia,ECA,0.13353,101
2007,YR2007,"Venezuela, RB",VEN,Latin America & Caribbean,LAC,0.046519,125
2007,YR2007,Vietnam,VNM,East Asia & Pacific,EAP,1.2272,44
2007,YR2007,"Yemen, Rep.",YEM,Middle East & North Africa,MENA,0.054389,121
2007,YR2007,Zambia,ZMB,Sub-Saharan Africa,SSA,0.077562,114
2007,YR2007,Zimbabwe,ZWE,Sub-Saharan Africa,SSA,0.27656,84
2008,YR2008,Afghanistan,AFG,South Asia,SA,0.20758,91
2008,YR2008,Albania,ALB,Europe & Central Asia,ECA,0.86836,55
2008,YR2008,Algeria,DZA,Middle East & North Africa,MENA,0.0013195,144
2008,YR2008,Andorra,AND,Europe & Central Asia,ECA,0.75068,59
2008,YR2008,Angola,AGO,Sub-Saharan Africa,SSA,4.54E-70,148
2008,YR2008,Argentina,ARG,Latin America & Caribbean,LAC,0.79967,58
2008,YR2008,Armenia,ARM,Europe & Central Asia,ECA,0.50917,71
2008,YR2008,Australia,AUS,East Asia & Pacific,EAP,0.59169,67
2008,YR2008,Austria,AUT,Europe & Central Asia,ECA,3.5055,13
2008,YR2008,Azerbaijan,AZE,Europe & Central Asia,ECA,0.015344,131
2008,YR2008,Bahrain,BHR,Middle East & North Africa,MENA,0.24566,87
2008,YR2008,Bangladesh,BGD,South Asia,SA,0.20928,90
2008,YR2008,Belarus,BLR,Europe & Central Asia,ECA,0.93876,53
2008,YR2008,Belgium,BEL,Europe & Central Asia,ECA,4.1646,7
2008,YR2008,Belize,BLZ,Latin America & Caribbean,LAC,1.0954,46
2008,YR2008,Benin,BEN,Sub-Saharan Africa,SSA,0.044247,118
2008,YR2008,Bhutan,BTN,South Asia,SA,0.020006,130
2008,YR2008,Bolivia,BOL,Latin America & Caribbean,LAC,0.099626,105
2008,YR2008,Bosnia and Herzegovina,BIH,Europe & Central Asia,ECA,0.81564,56
2008,YR2008,Brazil,BRA,Latin America & Caribbean,LAC,1.2288,41
2008,YR2008,Brunei Darussalam,BRN,East Asia & Pacific,EAP,3.97E-17,146
2008,YR2008,Bulgaria,BGR,Europe & Central Asia,ECA,1.5418,33
2008,YR2008,Burkina Faso,BFA,Sub-Saharan Africa,SSA,0.038957,122
2008,YR2008,Burundi,BDI,Sub-Saharan Africa,SSA,0.062204,113
2008,YR2008,Cambodia,KHM,East Asia & Pacific,EAP,0.1715,94
2008,YR2008,Cameroon,CMR,Sub-Saharan Africa,SSA,0.035961,124
2008,YR2008,Canada,CAN,North America,NA,1.2924,38
2008,YR2008,Central African Republic,CAF,Sub-Saharan Africa,SSA,0.031713,126
2008,YR2008,Chad,TCD,Sub-Saharan Africa,SSA,1.46E-71,149
2008,YR2008,Chile,CHL,Latin America & Caribbean,LAC,0.44801,74
2008,YR2008,China,CHN,East Asia & Pacific,EAP,6.7478,2
2008,YR2008,Colombia,COL,Latin America & Caribbean,LAC,0.6686,63
2008,YR2008,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,SSA,0.0078621,134
2008,YR2008,"Congo, Rep.",COG,Sub-Saharan Africa,SSA,0.0041851,138
2008,YR2008,Costa Rica,CRI,Latin America & Caribbean,LAC,0.42915,75
